Date,Open,High,Low,Close,Adj Close,Volume
30-12-2020,225.229996,225.630005,221.470001,221.679993,219.837265,20272300
31-12-2020,221.699997,223,219.679993,222.419998,220.571106,20942100
04-01-2021,222.529999,223,214.809998,217.690002,215.880432,37130100
05-01-2021,217.259995,218.520004,215.699997,217.899994,216.088669,23823000
06-01-2021,212.169998,216.490005,211.940002,212.25,210.485641,35930700
07-01-2021,214.039993,219.339996,213.710007,218.289993,216.475433,27694500
08-01-2021,218.679993,220.580002,217.029999,219.619995,217.794373,22956200
11-01-2021,218.470001,218.910004,216.729996,217.490005,215.682098,23031300
12-01-2021,216.5,217.100006,213.320007,214.929993,213.143356,23249300
13-01-2021,214.020004,216.759995,213.929993,216.339996,214.541641,20087100
14-01-2021,215.910004,217.460007,212.740005,213.020004,211.249252,29480800
15-01-2021,213.520004,214.509995,212.029999,212.649994,210.882309,31746500
19-01-2021,213.75,216.979996,212.630005,216.440002,214.640823,30480900
20-01-2021,217.699997,225.789993,217.289993,224.339996,222.475128,37777300
21-01-2021,224.699997,226.300003,222.419998,224.970001,223.099915,30709400
22-01-2021,227.080002,230.070007,225.800003,225.949997,224.071747,30172700
25-01-2021,229.119995,229.779999,224.220001,229.529999,227.622009,33152100
26-01-2021,231.860001,234.179993,230.080002,232.330002,230.398727,49169600
27-01-2021,238,240.440002,230.139999,232.899994,230.963989,69870600
28-01-2021,235.610001,242.639999,235.089996,238.929993,236.943878,49111200
29-01-2021,235.990005,238.020004,231.350006,231.960007,230.031799,42503100
01-02-2021,235.059998,242.5,232.429993,239.649994,237.657883,33314200
02-02-2021,241.300003,242.309998,238.690002,239.509995,237.519043,25916300
03-02-2021,239.570007,245.089996,239.259995,243,240.980026,27158100
04-02-2021,242.660004,243.240005,240.369995,242.009995,239.998276,25296100
05-02-2021,242.229996,243.279999,240.419998,242.199997,240.186676,18054800
08-02-2021,243.149994,243.679993,240.809998,242.470001,240.454437,22211900
