Date,Open,High,Low,Close,Adj Close,Volume
30-12-2020,1762.01001,1765.094971,1725.599976,1739.52002,1739.52002,1306100
31-12-2020,1735.420044,1758.930054,1735.420044,1751.880005,1751.880005,1011900
04-01-2021,1757.540039,1760.650024,1707.849976,1728.23999,1728.23999,1901900
05-01-2021,1725,1747.670044,1718.015015,1740.920044,1740.920044,1145300
06-01-2021,1702.630005,1748,1699,1735.290039,1735.290039,2602100
07-01-2021,1740.060059,1788.400024,1737.050049,1787.25,1787.25,2265000
08-01-2021,1787.97998,1809.839966,1773.535034,1807.209961,1807.209961,2050600
11-01-2021,1786.069946,1794.314941,1760.52002,1766.719971,1766.719971,1209700
12-01-2021,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357000
13-01-2021,1738.579956,1765.035034,1738.01001,1754.400024,1754.400024,1094100
14-01-2021,1753.619995,1775.01001,1733.400024,1740.180054,1740.180054,1179500
15-01-2021,1738.189941,1756,1721.550049,1736.189941,1736.189941,1342200
19-01-2021,1752.25,1809.275024,1741.459961,1790.859985,1790.859985,1734600
20-01-2021,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300
21-01-2021,1898,1934.859985,1887.109985,1891.25,1891.25,2063900
22-01-2021,1895.680054,1910.949951,1881.76001,1901.050049,1901.050049,1272100
25-01-2021,1920.670044,1929.579956,1867.530029,1899.400024,1899.400024,1927300
26-01-2021,1888.839966,1925,1884.244995,1917.23999,1917.23999,1313100
27-01-2021,1882.530029,1890,1809,1830.790039,1830.790039,2748300
28-01-2021,1843.939941,1898.829956,1842.640015,1863.109985,1863.109985,1773100
29-01-2021,1846.170044,1857.280029,1810.199951,1835.73999,1835.73999,1612600
01-02-2021,1853.569946,1922.391968,1850.930054,1901.349976,1901.349976,1602200
02-02-2021,1922.560059,1955.76001,1914.48999,1927.51001,1927.51001,2273700
03-02-2021,2073,2116.5,2018.380005,2070.070068,2070.070068,4118200
04-02-2021,2068.889893,2078.550049,2042.589966,2062.370117,2062.370117,1852300
05-02-2021,2070,2102.51001,2059.330078,2098,2098,1535100
08-02-2021,2105.909912,2123.547119,2072,2092.909912,2092.909912,1241900
09-02-2021,2078.540039,2105.129883,2078.540039,2083.51001,2083.51001,889900
10-02-2021,2094.209961,2108.370117,2063.090088,2095.379883,2095.379883,1135500
11-02-2021,2099.51001,2102.030029,2077.320068,2095.889893,2095.889893,945700
12-02-2021,2090.25,2108.820068,2083.129883,2104.110107,2104.110107,855700
16-02-2021,2104.360107,2152.679932,2104.360107,2121.899902,2121.899902,1133800
17-02-2021,2100,2133.659912,2098.919922,2128.310059,2128.310059,1070900
18-02-2021,2110.389893,2132.735107,2103.709961,2117.199951,2117.199951,1121600
19-02-2021,2119.27002,2130.530029,2097.409912,2101.139893,2101.139893,1457400
22-02-2021,2067,2091.419922,2062.139893,2064.879883,2064.879883,1367500
23-02-2021,2025.01001,2082.01001,2002.02002,2070.860107,2070.860107,1667400
24-02-2021,2041.829956,2100.780029,2038.130005,2095.169922,2095.169922,1248300
25-02-2021,2067.449951,2094.879883,2021.290039,2031.359985,2031.359985,1828400
26-02-2021,2050.52002,2071.01001,2016.060059,2036.859985,2036.859985,2083500
01-03-2021,2056.52002,2086.52002,2046.099976,2081.51001,2081.51001,1404500
02-03-2021,2076.189941,2104.370117,2071.26001,2075.840088,2075.840088,1134600
03-03-2021,2067.209961,2088.518066,2010,2026.709961,2026.709961,1484200
04-03-2021,2023.369995,2089.23999,2020.27002,2049.090088,2049.090088,2118000
05-03-2021,2073.120117,2118.110107,2046.415039,2108.540039,2108.540039,2195200
08-03-2021,2101.129883,2128.810059,2021.609985,2024.170044,2024.170044,1647400
09-03-2021,2070,2078.040039,2047.829956,2052.699951,2052.699951,1697300
10-03-2021,2071.76001,2075,2033.369995,2055.030029,2055.030029,1268600
11-03-2021,2074.060059,2125.699951,2072.379883,2114.77002,2114.77002,1239100
12-03-2021,2085,2090.26001,2047.550049,2061.919922,2061.919922,1725800
15-03-2021,2062.300049,2067.060059,2043.51001,2066.48999,2066.48999,1298100
16-03-2021,2078.98999,2123.560059,2070,2092.52002,2092.52002,1491600
17-03-2021,2076.030029,2109.780029,2054,2091.080078,2091.080078,1299000
18-03-2021,2061,2075.5,2033.550049,2036.219971,2036.219971,1361400
19-03-2021,2042.050049,2053.100098,2017.680054,2043.199951,2043.199951,2314900
22-03-2021,2041.839966,2057.98999,2026.069946,2038.589966,2038.589966,1954800
23-03-2021,2051.699951,2072.302002,2039.219971,2052.959961,2052.959961,1367000
24-03-2021,2065.370117,2078.209961,2041.555054,2045.060059,2045.060059,1154000
25-03-2021,2044.810059,2058.870117,2010.72998,2044.359985,2044.359985,1418900
26-03-2021,2038.859985,2050.98999,2014.02002,2035.550049,2035.550049,1493500
29-03-2021,2027.880005,2058.429932,2015.619995,2055.949951,2055.949951,1229800
30-03-2021,2057.629883,2070.780029,2044.030029,2055.540039,2055.540039,1036600
31-03-2021,2059.120117,2093.326904,2056.745117,2068.629883,2068.629883,1459900
01-04-2021,2097.949951,2142.939941,2096.889893,2137.75,2137.75,1699000
05-04-2021,2152.939941,2237.310059,2151.620117,2225.550049,2225.550049,2164900
06-04-2021,2222.5,2237.659912,2214.800049,2224.75,2224.75,1353000
07-04-2021,2226.129883,2255,2225.330078,2249.679932,2249.679932,1289900
08-04-2021,2277.959961,2284.004883,2257.679932,2265.439941,2265.439941,1358300
09-04-2021,2256.699951,2289.040039,2253.714111,2285.879883,2285.879883,1044400
12-04-2021,2266.25,2275.320068,2238.465088,2254.790039,2254.790039,1565900
13-04-2021,2261.469971,2277.209961,2256.090088,2267.27002,2267.27002,1165500
14-04-2021,2275.159912,2277.98999,2249.189941,2254.840088,2254.840088,1011000
15-04-2021,2276.97998,2306.596924,2266,2296.659912,2296.659912,1373600
16-04-2021,2303,2306.439941,2284.449951,2297.76001,2297.76001,1129800
19-04-2021,2291.97998,2318.449951,2287.844971,2302.399902,2302.399902,1234400
20-04-2021,2307.889893,2309.600098,2271.709961,2293.629883,2293.629883,1088700
21-04-2021,2285.25,2295.320068,2258.570068,2293.290039,2293.290039,1196500
22-04-2021,2293.22998,2303.761963,2256.449951,2267.919922,2267.919922,1054800
23-04-2021,2283.469971,2325.820068,2278.209961,2315.300049,2315.300049,1433500
26-04-2021,2319.929932,2341.26001,2313.840088,2326.73999,2326.73999,1041700
27-04-2021,2336,2337.449951,2304.27002,2307.120117,2307.120117,1598600
28-04-2021,2407.14502,2452.37793,2374.850098,2379.909912,2379.909912,2986400
29-04-2021,2410.330078,2436.52002,2402.280029,2429.889893,2429.889893,1977700
30-04-2021,2404.48999,2427.139893,2402.159912,2410.120117,2410.120117,1957100
03-05-2021,2402.719971,2419.699951,2384.5,2395.169922,2395.169922,1689400
04-05-2021,2369.73999,2379.26001,2311.699951,2354.25,2354.25,1756000
05-05-2021,2368.419922,2382.199951,2351.409912,2356.73999,2356.73999,1090300
06-05-2021,2350.639893,2382.709961,2342.337891,2381.350098,2381.350098,1030900
07-05-2021,2400,2416.409912,2390,2398.689941,2398.689941,1163600
10-05-2021,2374.889893,2378,2334.72998,2341.659912,2341.659912,1300300
11-05-2021,2291.860107,2322,2283,2308.76001,2308.76001,1605500
12-05-2021,2261.709961,2285.370117,2230.050049,2239.080078,2239.080078,1746700
13-05-2021,2261.090088,2276.601074,2242.719971,2261.969971,2261.969971,1333500
14-05-2021,2291.830078,2321.139893,2283.320068,2316.159912,2316.159912,1331200
17-05-2021,2309.320068,2323.340088,2295,2321.409912,2321.409912,992100
18-05-2021,2336.906006,2343.149902,2303.159912,2303.429932,2303.429932,865100
19-05-2021,2264.399902,2316.76001,2263.52002,2308.709961,2308.709961,967500
20-05-2021,2328.040039,2360.340088,2321.090088,2356.090088,2356.090088,1191600
21-05-2021,2365.98999,2369,2342.370117,2345.100098,2345.100098,1141600
24-05-2021,2367,2418.47998,2360.110107,2406.669922,2406.669922,1062200
25-05-2021,2420,2432.889893,2402.98999,2409.070068,2409.070068,941900
26-05-2021,2412.834961,2442.944092,2412.514893,2433.530029,2433.530029,1092800
27-05-2021,2436.939941,2440,2402,2402.51001,2402.51001,1948100
28-05-2021,2421.959961,2428.139893,2407.689941,2411.560059,2411.560059,1205400
01-06-2021,2422,2437.970947,2404.879883,2429.810059,2429.810059,958300
02-06-2021,2435.310059,2442,2404.199951,2421.280029,2421.280029,857900
03-06-2021,2395.02002,2409.745117,2382.830078,2404.610107,2404.610107,917300
04-06-2021,2422.52002,2453.858887,2417.77002,2451.76001,2451.76001,1297400
07-06-2021,2451.320068,2468,2441.072998,2466.090088,2466.090088,1192500
08-06-2021,2479.899902,2494.495117,2468.23999,2482.850098,2482.850098,1253000
09-06-2021,2499.5,2505,2487.330078,2491.399902,2491.399902,1006300
10-06-2021,2494.01001,2523.26001,2494,2521.600098,2521.600098,1561700
11-06-2021,2524.919922,2526.98999,2498.290039,2513.929932,2513.929932,1262000
14-06-2021,2513.389893,2528.22998,2500.939941,2527.040039,2527.040039,1127500
15-06-2021,2530.439941,2537.23999,2512.969971,2520.659912,2520.659912,1109100
16-06-2021,2524.949951,2530.469971,2482.999023,2513.929932,2513.929932,1315800
17-06-2021,2510.459961,2543.929932,2510.300049,2527.419922,2527.419922,1287800
18-06-2021,2514.110107,2527.780029,2492.060059,2511.350098,2511.350098,2665300
21-06-2021,2514.800049,2540.735107,2502.685059,2529.100098,2529.100098,1312800
22-06-2021,2529,2545.399902,2520.530029,2539.98999,2539.98999,1049200
23-06-2021,2531,2555.919922,2525.040039,2529.22998,2529.22998,984700
24-06-2021,2541.070068,2550.709961,2539.199951,2545.639893,2545.639893,946700
25-06-2021,2539.139893,2550.100098,2528.879883,2539.899902,2539.899902,1674200
28-06-2021,2540,2546.73999,2519.476074,2536.389893,2536.389893,1405500
29-06-2021,2535.449951,2540,2508.73999,2520.370117,2520.370117,1047500
30-06-2021,2513.071045,2516,2495.149902,2506.320068,2506.320068,1200300
01-07-2021,2496.995117,2529.25,2496.995117,2527.370117,2527.370117,856000
02-07-2021,2536.790039,2576.959961,2535.379883,2574.379883,2574.379883,1058000
06-07-2021,2588.98999,2597.689941,2568.179932,2595.419922,2595.419922,1067500
07-07-2021,2606.820068,2612.798096,2595.199951,2601.550049,2601.550049,834000
08-07-2021,2565,2600.649902,2560.800049,2583.540039,2583.540039,989000
